ID,备注,有效,说明,阶段,道具类型,品质,附加价格,力量强度,体质强度,精准强度,敏捷强度,智力强度,必杀,攻击速度,攻击距离,伤害,防御,命中,闪躲,水攻,火攻,毒攻,水防,火防,毒防,hp,mp,爆击率,爆击伤害,力量,敏捷,体质,精准,智力,吸血,吸魔,比率吸魔,移动速度,伤害吸收,杀怪经验获得率,杀怪金钱获得率,抗必杀,抗暴击,抗晕击,格挡,治疗效果,治疗加成,装备后技能,击中后客体释放效果,客体发生率,击中后主体释放效果,主体发生率,技能1,技能2,备注
54,,1,,1,1,11,0.8,,,0.8,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,1,,1,1,11,0.8,,,,0.8,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,1,,1,1,11,0.8,,,,,0.8,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,1,,1,1,11,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,1,,1,1,11,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,1,,1,1,11,0.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,1,,1,1,11,0.8,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,1,,1,1,11,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,1,,1,1,11,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,1,,1,1,11,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,1,,1,1,11,0.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,1,,1,1,11,0.8,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,1,,1,1,11,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,1,,1,1,11,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,1,,1,1,11,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,1,,1,1,11,0.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,1,,1,1,11,0.8,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,1,,1,1,11,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,1,,1,1,11,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,1,,1,1,11,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,1,,1,1,11,0.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,1,,1,1,11,0.8,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,1,,1,1,11,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,1,,1,1,11,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,1,,1,1,11,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,1,,1,1,11,0.8,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,1,,1,1,11,0.8,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,1,,1,1,11,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,1,,1,1,20,1,1.2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
83,,1,,1,1,20,1,,1.2,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
84,,1,,1,1,20,1,,,1.2,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
85,,1,,1,1,20,1,,,,1.2,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
86,,1,,1,1,20,1,,,,,1.2,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
87,,1,,1,1,20,1,1.2,,,,,,,20,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
88,,1,,1,1,20,1,,1.2,,,,,,20,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
89,,1,,1,1,20,1,,,1.2,,,,,20,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
90,,1,,1,1,20,1,,,,1.2,,,,20,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
91,,1,,1,1,20,1,,,,,1.2,,,20,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
92,,1,,1,1,20,1,1.2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,
93,,1,,1,1,20,1,,1.2,,,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,
94,,1,,1,1,20,1,,,1.2,,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,
95,,1,,1,1,20,1,,,,1.2,,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,
96,,1,,1,1,20,1,,,,,1.2,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,
97,,1,,1,1,20,1,1.2,,,,,10,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
98,,1,,1,1,20,1,,1.2,,,,10,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
99,,1,,1,1,20,1,,,1.2,,,10,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
100,,1,,1,1,20,1,,,,1.2,,10,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
101,,1,,1,1,20,1,,,,,1.2,10,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
102,,1,,1,1,20,1,1.2,,,,,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,1,,1,1,20,1,,1.2,,,,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,1,,1,1,20,1,,,1.2,,,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,1,,1,1,20,1,,,,1.2,,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,1,,1,1,20,1,,,,,1.2,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,1,,1,1,20,1,1.2,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,1,,1,1,20,1,,1.2,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,1,,1,1,20,1,,,1.2,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,1,,1,1,20,1,,,,1.2,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,1,,1,1,20,1,,,,,1.2,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,1,,1,1,20,1,1.2,,,,,,,20,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,1,,1,1,20,1,,1.2,,,,,,20,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,1,,1,1,20,1,,,1.2,,,,,20,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,1,,1,1,20,1,,,,1.2,,,,20,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,1,,1,1,20,1,,,,,1.2,,,20,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,1,,1,1,21,1,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,1,,1,1,21,1,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,1,,1,1,21,1,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,1,,1,1,21,1,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,1,,1,1,21,1,,,,,1.2,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,1,,1,1,21,1,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,1,,1,1,21,1,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,1,,1,1,21,1,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,1,,1,1,21,1,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,1,,1,1,21,1,,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,1,,1,1,21,1,1.2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,1,,1,1,21,1,,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,1,,1,1,21,1,,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,1,,1,1,21,1,,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,1,,1,1,21,1,,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,1,,1,1,21,1,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,1,,1,1,21,1,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,1,,1,1,21,1,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,1,,1,1,21,1,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,1,,1,1,21,1,,,,,1.2,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,1,,1,1,21,1,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,1,,1,1,21,1,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,1,,1,1,21,1,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,1,,1,1,21,1,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,1,,1,1,21,1,,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,1,,1,1,21,1,1.2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,1,,1,1,21,1,,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,1,,1,1,21,1,,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,1,,1,1,21,1,,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,1,,1,1,21,1,,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,1,,1,1,21,1,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,1,,1,1,21,1,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,1,,1,1,21,1,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,1,,1,1,21,1,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,1,,1,1,21,1,,,,,1.2,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,1,,1,1,21,1,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,1,,1,1,21,1,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,1,,1,1,21,1,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,1,,1,1,21,1,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,1,,1,1,21,1,,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,1,,1,1,21,1,1.2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,1,,1,1,21,1,,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,1,,1,1,21,1,,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,1,,1,1,21,1,,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,1,,1,1,21,1,,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,1,,1,1,21,1,1.2,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,1,,1,1,21,1,,1.2,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,1,,1,1,21,1,,,1.2,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,1,,1,1,21,1,,,,1.2,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,1,,1,1,21,1,,,,,1.2,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,1,,1,1,21,1,1.2,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,1,,1,1,21,1,,1.2,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,1,,1,1,21,1,,,1.2,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,1,,1,1,21,1,,,,1.2,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,1,,1,1,21,1,,,,,1.2,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,1,,1,1,21,1,1.2,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,1,,1,1,21,1,,1.2,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,1,,1,1,21,1,,,1.2,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,1,,1,1,21,1,,,,1.2,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,1,,1,1,21,1,,,,,1.2,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,1,,1,1,21,1,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
178,,1,,1,1,21,1,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
179,,1,,1,1,21,1,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
180,,1,,1,1,21,1,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
181,,1,,1,1,21,1,,,,,1.2,,,,,,,,15,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
182,,1,,1,1,21,1,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
183,,1,,1,1,21,1,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
184,,1,,1,1,21,1,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
185,,1,,1,1,21,1,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
186,,1,,1,1,21,1,,,,,1.2,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
187,,1,,1,1,21,1,1.2,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
188,,1,,1,1,21,1,,1.2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
189,,1,,1,1,21,1,,,1.2,,,,,,,,,,,,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
190,,1,,1,1,21,1,,,,1.2,,,,,,,,,,,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
191,,1,,1,1,21,1,,,,,1.2,,,,,,,,,,15,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
192,,1,,1,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,1,,1,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,1,,1,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,1,,1,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,1,,1,1,21,1,,,,,1.2,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,1,,1,1,21,1,1.2,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,1,,1,1,21,1,,1.2,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,1,,1,1,21,1,,,1.2,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,1,,1,1,21,1,,,,1.2,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
